rating;user;place
4;Wes Walls;Museum Sepuluh Nopember Kota Surabaya
4;Wes Walls;Taman Pandanaran
3;Wes Walls;Hutan Bambu Keputih
4;Wes Walls;Museum Sonobudoyo Unit I
5;Wes Walls;Kota Mini
1;Wes Walls;Observatorium Bosscha
4;Wes Walls;Old City 3D Trick Art Museum
3;Wes Walls;Taman Agrowisata Cilangkap
4;Wes Walls;Wisata Kraton Jogja
5;Wes Walls;Kampung Korea Bandung
3;Wes Walls;Gereja Tiberias Indonesia Bandung
3;Wes Walls;Museum Sepuluh Nopember Kota Surabaya
4;Wes Walls;Museum Satria Mandala
3;Wes Walls;Wisata Batu Kuda
3;Wes Walls;Galaxy Waterpark Jogja
2;Wes Walls;Keraton Yogyakarta
3;Wes Walls;Kebun Bibit Wonorejo
2;Wes Walls;Indonesia Kaya Park
2;Wes Walls;Danau Rawa Pening
5;Wes Walls;Monumen Nasional
1;Wes Walls;Bentara Budaya Yogyakarta (BBY)
3;Wes Walls;Skyrink - Mall Taman Anggrek
1;Wes Walls;Masjid Al-Imtizaj
4;Wes Walls;Museum Sasmita Loka Ahmad Yani
5;Wes Walls;Bukit Moko
5;Wes Walls;Surabaya North Quay
5;Benita Love;Pasar Kebon Empring Bintaran
5;Benita Love;Saloka Theme Park
4;Benita Love;Grojogan Watu Purbo Bangunrejo
5;Benita Love;Monumen Bambu Runcing Surabaya
4;Benita Love;Alun Alun Selatan Yogyakarta
5;Benita Love;Indonesia Kaya Park
4;Benita Love;Taman Kupu-Kupu Cihanjuang
1;Benita Love;Museum Pendidikan Nasional
1;Benita Love;Wisata Alam Wana Wisata Penggaron
3;Benita Love;Galaxy Waterpark Jogja
4;Benita Love;Curug Cilengkrang
4;Benita Love;Pantai Ngobaran
4;Benita Love;Goa Rancang Kencono
4;Benita Love;Monumen Bambu Runcing Surabaya
1;Benita Love;Jakarta Aquarium dan Safari
2;Benita Love;Taman Suropati
2;Benita Love;Kampung Wisata Dipowinatan
2;Benita Love;Kampung Batu Malakasari
1;Benita Love;Tugu Proklamasi
5;Benita Love;Museum Joang 45
3;Benita Love;Taman Kupu-Kupu Cihanjuang
1;Benita Love;Sunrise Point Cukul
2;Benita Love;Blue Lagoon Jogja
5;Benita Love;Sea World
4;Benita Love;Monumen Bandung Lautan Api
3;Benita Love;Bukit Moko
3;Benita Love;Museum Sasmita Loka Ahmad Yani
5;Benita Love;Pulau Pramuka
3;Benita Love;Pasar Baru
2;Benita Love;Pulau Semak Daun
5;Benita Love;Museum Fatahillah
4;Benita Love;Candi Gedong Songo
1;Benita Love;Hutan Wisata Tinjomoyo Semarang
5;Benita Love;Gunung Lalakon
4;Benita Love;Pantai Ngandong
2;Benita Love;Pantai Sedahan
3;Benita Love;Sanghyang Heuleut
5;Benita Love;Kawah Putih
4;Benita Love;Pintoe Langit Dahromo
5;Benita Love;Situ Cileunca
3;Benita Love;Museum Joang 45
4;Benita Love;Ciwangun Indah Camp Official
3;Benita Love;Situs Warungboto
2;Shon Ponce;Taman Ayodya
1;Shon Ponce;Watu Lumbung
3;Shon Ponce;Pantai Depok Jogja
5;Shon Ponce;Alun-alun Utara Keraton Yogyakarta
4;Shon Ponce;Masjid Agung Trans Studio Bandung
5;Shon Ponce;Rainbow Garden
5;Shon Ponce;Danau Rawa Pening
2;Shon Ponce;Pantai Kukup
2;Shon Ponce;Wisata Mangrove Tapak
5;Shon Ponce;Lawangwangi Creative Space
4;Shon Ponce;"Bukit Paralayang, Watugupit"
1;Shon Ponce;Pasar Taman Puring
3;Shon Ponce;Museum Nike Ardilla
3;Shon Ponce;Taman Badak
4;Shon Ponce;Durian Gardens and Tourism Education Watu Simbar
1;Shon Ponce;Lawang Sewu
5;Shon Ponce;Wisata Kaliurang
1;Shon Ponce;Wisata Batu Kuda
1;Shon Ponce;Kebun Binatang Ragunan
1;Shon Ponce;Taman Ekspresi Dan Perpustakaan
3;Shon Ponce;Pura Giri Natha
5;Shon Ponce;Pantai Maron
1;Shon Ponce;Pulau Pari
5;Shon Ponce;Monumen Nasional
1;Shon Ponce;Babakan Siliwangi City Forest Path Bandung
5;Shon Ponce;Museum Tengah Kebun
2;Shon Ponce;Taman Vanda
4;Shon Ponce;Jogja Bay Pirates Adventure Waterpark
4;Shon Ponce;Taman Flora Bratang Surabaya
5;Shon Ponce;Museum Wayang
3;Shon Ponce;Hutan Pinus Pengger
3;Eli Mercer;Pulau Pramuka
1;Eli Mercer;Gunung Lalakon
1;Eli Mercer;Taman Menteng
4;Eli Mercer;Taman Cattleya
4;Eli Mercer;Pulau Bidadari
1;Eli Mercer;Umbul Sidomukti
4;Eli Mercer;Taman Vanda
2;Eli Mercer;Babakan Siliwangi City Forest Path Bandung
4;Eli Mercer;Monumen Palagan Ambarawa
2;Eli Mercer;Pantai Greweng
3;Eli Mercer;Waterboom PIK (Pantai Indah Kapuk)
4;Eli Mercer;Monumen Perjuangan Rakyat Jawa Barat
2;Eli Mercer;Taman Buah Surabaya
4;Eli Mercer;Batununggal Indah Club
2;Eli Mercer;Pantai Kesirat
2;Eli Mercer;Kampoeng Rawa
1;Eli Mercer;Pesona Nirwana Waterpark & Cottages
5;Eli Mercer;Stone Garden Citatah
1;Eli Mercer;Panghegar Waterboom Bandung
3;Eli Mercer;Bandros City Tour
2;Eli Mercer;Taman Sungai Mudal
2;Eli Mercer;Museum Mandala Wangsit Siliwangi
2;Eli Mercer;Museum Sri Baduga
5;Eli Mercer;Candi Sewu
2;Eli Mercer;Green Village Gedangsari
5;Eli Mercer;Observatorium Bosscha
1;Eli Mercer;Taman Impian Jaya Ancol
1;Eli Mercer;Pantai Ngobaran
4;Eli Mercer;Pantai Kesirat
3;Eli Mercer;Ocean Ecopark
3;Eli Mercer;Museum Pos Indonesia
3;Eli Mercer;Pasar Kebon Empring Bintaran
4;Eli Mercer;Stone Garden Citatah
3;Eli Mercer;Patung Buddha Empat Rupa
5;Eli Mercer;Lawang Sewu
2;Eli Mercer;Wisata Alam Wana Wisata Penggaron
2;Eli Mercer;Gereja Katedral Santo Petrus Bandung
1;Eli Mercer;Saung Angklung Mang Udjo
5;Eli Mercer;Pantai Cipta
1;Eli Mercer;Panama Park 825
1;Eli Mercer;Kampung Wisata Sosro Menduran
4;Vera Bartlett;Peta Park
2;Vera Bartlett;Pantai Ancol
1;Vera Bartlett;Rainbow Garden
4;Vera Bartlett;Cibubur Garden Diary (Cibugary)
3;Vera Bartlett;Gunung Papandayan
2;Vera Bartlett;Kebun Teh Nglinggo
5;Vera Bartlett;Plaza Indonesia
4;Vera Bartlett;Keraton Yogyakarta
5;Vera Bartlett;Taman Lalu Lintas Ade Irma Suryani Nasution
4;Vera Bartlett;Kampung Batu Malakasari
1;Vera Bartlett;Taman Miniatur Kereta Api
3;Vera Bartlett;Chingu Cafe Little Seoul
5;Vera Bartlett;Curug Batu Templek
3;Vera Bartlett;Gereja Katedral Santo Petrus Bandung
3;Vera Bartlett;Jembatan Pasupati
4;Vera Bartlett;Taman Flora Bratang Surabaya
4;Vera Bartlett;Pemandian Air Panas Ciater
3;Vera Bartlett;Kebun Binatang Bandung
2;Vera Bartlett;Jogja Exotarium
5;Vera Bartlett;Pantai Sundak
1;Vera Bartlett;Taman Mini Indonesia Indah (TMII)
1;Vera Bartlett;Air Terjun Semirang
4;Vera Bartlett;Taman Ekspresi Dan Perpustakaan
3;Vera Bartlett;Gunung Lalakon
4;Vera Bartlett;Pantai Drini
1;Vera Bartlett;Museum Gedung Sate
2;Vera Bartlett;Dusun Bambu
3;Vera Bartlett;Bumi Perkemahan Batu Kuda
2;Vera Bartlett;Museum De Javasche Bank
1;Vera Bartlett;Pantai Sundak
2;Vera Bartlett;Desa Wisata Sungai Code Jogja Kota
5;Vera Bartlett;Monumen Sanapati
2;Rueben Lawson;Taman Menteng
5;Rueben Lawson;Kebun Teh Nglinggo
1;Rueben Lawson;Museum Ullen Sentalu
5;Rueben Lawson;Taman Ekspresi Dan Perpustakaan
2;Rueben Lawson;Gembira Loka Zoo
3;Rueben Lawson;Kebun Bibit Wonorejo
2;Rueben Lawson;Wisata Kuliner Pecenongan
2;Rueben Lawson;Pantai Ria Kenjeran
3;Rueben Lawson;Kampoeng Kopi Banaran
4;Rueben Lawson;Wot Batu
5;Rueben Lawson;Hutan Mangrove Kulon Progo
3;Rueben Lawson;Pantai Congot
2;Rueben Lawson;Pantai Sundak
4;Rueben Lawson;Jogja Bay Pirates Adventure Waterpark
3;Rueben Lawson;The Escape Hunt
3;Rueben Lawson;Pantai Depok Jogja
1;Rueben Lawson;Farm House Susu Lembang
3;Rueben Lawson;Jendela Alam
4;Rueben Lawson;Bukit Lintang Sewu
2;Rueben Lawson;Galeri Indonesia Kaya
5;Rueben Lawson;Saung Angklung Mang Udjo
2;Rueben Lawson;Hutan Pinus Kayon
3;Rueben Lawson;Watu Gunung Ungaran
3;Rueben Lawson;Masjid Istiqlal
3;Rueben Lawson;Puncak Kebun Buah Mangunan
2;Rueben Lawson;Ledok Sambi
3;Rueben Lawson;Museum Macan (Modern and Contemporary Art in Nusantara)
2;Rueben Lawson;Goa Rancang Kencono
4;Rueben Lawson;Goa Rancang Kencono
4;Rueben Lawson;Desa Wisata Gamplong
3;Rueben Lawson;Air Terjun Semirang
3;Jana Byrd;Masjid Agung Trans Studio Bandung
2;Jana Byrd;Pantai Ngrawe (Mesra)
1;Jana Byrd;Curug Cipanas
5;Jana Byrd;Pesona Nirwana Waterpark & Cottages
2;Jana Byrd;Hutan Pinus Pengger
4;Jana Byrd;The Great Asia Africa
3;Jana Byrd;Pantai Ria Kenjeran
3;Jana Byrd;Orchid Forest Cikole
1;Jana Byrd;Jalan Braga
2;Jana Byrd;GPIB Immanuel Semarang (Gereja Blenduk)
5;Jana Byrd;Kota Mini
2;Jana Byrd;Taman Tabanas
5;Jana Byrd;Food Junction Grand Pakuwon
2;Jana Byrd;Lembang Park & Zoo
3;Jana Byrd;Taman Flora Bratang Surabaya
4;Jana Byrd;Wisata Lereng Kelir
4;Jana Byrd;Situ Patenggang
2;Jana Byrd;Museum Joang 45
2;Jana Byrd;Wisata Lereng Kelir
3;Jana Byrd;Kampung Wisata Rejowinangun
1;Jana Byrd;Museum Tekstil
3;Jana Byrd;Wisata Kaliurang
5;Jana Byrd;Taman Hutan Tebet
1;Jana Byrd;Puncak Kebun Buah Mangunan
2;Jana Byrd;Atlantis Land Surabaya
5;Jana Byrd;Museum Sonobudoyo Unit I
1;Jana Byrd;Taman Pelangi Yogyakarta
4;Jana Byrd;Candi Sewu
4;Jana Byrd;Pantai Parangtritis
4;Jana Byrd;Trans Studio Bandung
1;Jana Byrd;Pantai Marina
1;Jana Byrd;Amazing Art World
4;Jana Byrd;Museum Taman Prasasti
1;Jana Byrd;Jembatan Biru Ambarawa
1;Jana Byrd;Taman Bungkul
2;Jana Byrd;Museum Geologi Bandung
1;Jana Byrd;Museum Sri Baduga
1;Jana Byrd;Pemandian Air Panas Cimanggu
2;Cedrick Mata;Monumen Sanapati
2;Cedrick Mata;Bangsal Pagelaran
2;Cedrick Mata;Heha Sky View
5;Cedrick Mata;Kampung Tematik Jawi
2;Cedrick Mata;Observatorium Bosscha
3;Cedrick Mata;Flower Farm Setiya Aji
1;Cedrick Mata;Monumen Sanapati
2;Cedrick Mata;Pantai Goa Cemara
3;Cedrick Mata;Jogja Bay Pirates Adventure Waterpark
5;Cedrick Mata;Bumi Perkemahan Batu Kuda
5;Cedrick Mata;Gumuk Pasir Parangkusumo
2;Cedrick Mata;Goa Rancang Kencono
2;Cedrick Mata;Taman Harmoni Keputih
5;Cedrick Mata;Taman Begonia
3;Cedrick Mata;Taman Buah Surabaya
1;Cedrick Mata;Margasatwa Muara Angke
5;Cedrick Mata;Pantai Indrayanti
1;Cedrick Mata;Indonesia Kaya Park
3;Cedrick Mata;Taman Lapangan Banteng
4;Cedrick Mata;Goa Jomblang
1;Cedrick Mata;Museum Fatahillah
1;Cedrick Mata;Pulau Tidung
3;Cedrick Mata;Batununggal Indah Club
4;Cedrick Mata;Taman Spathodea
3;Cedrick Mata;Monumen Perjuangan Rakyat Jawa Barat
1;Cedrick Mata;Ledok Sambi
5;Cedrick Mata;Heha Sky View
3;Cedrick Mata;Waterpark Kenjeran Surabaya
2;Cedrick Mata;Goa Rong
4;Cedrick Mata;Pantai Congot
2;Cedrick Mata;The Lost World Castle
5;Cedrick Mata;Pantai Patihan
1;Cedrick Mata;Embung Tambakboyo
5;Cedrick Mata;Gunung Lalakon
5;Kim Levy;Kebun Bibit Wonorejo
2;Kim Levy;Goa Cerme
2;Kim Levy;Pantai Pulang Sawal
3;Kim Levy;Istana Negara Republik Indonesia
4;Kim Levy;Museum Seni Rupa dan Kramik
3;Kim Levy;Hutan Pinus Kayon
4;Kim Levy;Candi Borobudur
4;Kim Levy;Alun Alun Selatan Yogyakarta
3;Kim Levy;Taman Budaya Jawa Barat
1;Kim Levy;Pantai Sanglen
1;Kim Levy;Gua Pawon
1;Kim Levy;Kota Tua
2;Kim Levy;Ocean Ecopark
5;Kim Levy;Monumen Kapal Selam
2;Kim Levy;Pantai Ngrawe (Mesra)
2;Kim Levy;Taman Hutan Tebet
4;Kim Levy;Cibubur Garden Diary (Cibugary)
5;Kim Levy;Kenjeran Park
3;Kim Levy;Pantai Kukup
2;Kim Levy;Taman Hutan Raya Ir. H. Juanda
3;Kim Levy;Museum Ullen Sentalu
5;Kim Levy;Taman Cattleya
5;Kim Levy;Kampung Cina
5;Kim Levy;Ciwangun Indah Camp Official
5;Kim Levy;Rainbow Garden
5;Kim Levy;Pantai Ngrenehan
3;Kim Levy;Pasar Tanah Abang
3;Kim Levy;Patung Buddha Empat Rupa
4;Kim Levy;Pulau Tidung
1;Kim Levy;Lava Bantal
3;Kim Levy;Museum Macan (Modern and Contemporary Art in Nusantara)
1;Kim Levy;Kampung Wisata Rejowinangun
3;Kim Levy;Pantai Watu Kodok
2;Kim Levy;Hutan Bambu Keputih
4;Kim Levy;Wisata Lereng Kelir
3;Kim Levy;Pantai Pok Tunggal
5;Desiree Key;Taman Hutan Tebet
4;Desiree Key;Pantai Cipta
1;Desiree Key;Taman Ismail Marzuki
3;Desiree Key;Museum Joang 45
4;Desiree Key;Selasar Sunaryo Art Space
3;Desiree Key;Pantai Ngrenehan
5;Desiree Key;Museum Pos Indonesia
4;Desiree Key;Pantai Goa Cemara
1;Desiree Key;Indonesia Kaya Park
5;Desiree Key;Bukit Jamur
3;Desiree Key;Kota Lama Semarang
4;Desiree Key;Hutan Mangrove Kulon Progo
5;Desiree Key;Desa Wisata Lembah Kalipancur
5;Desiree Key;Air Terjun Kedung Pedut
1;Desiree Key;Pantai Ancol
1;Desiree Key;Kampung Tematik Jawi
1;Desiree Key;Gereja Katedral Santo Petrus Bandung
5;Desiree Key;Taman Budaya Yogyakarta
2;Desiree Key;Flower Farm Setiya Aji
1;Desiree Key;Museum Sumpah Pemuda
5;Desiree Key;Candi Borobudur
1;Desiree Key;Museum Perangko
3;Desiree Key;SnowBay Waterpark
5;Desiree Key;Museum Wayang
5;Desiree Key;Curug Cipanas
2;Desiree Key;Taman Ismail Marzuki
1;Desiree Key;Klenteng Sanggar Agung
1;Desiree Key;Museum Taman Prasasti
5;Desiree Key;Monumen Kapal Selam
1;Desiree Key;Pantai Baruna
1;Man Harrell;Batununggal Indah Club
4;Man Harrell;Babakan Siliwangi City Forest Path Bandung
5;Man Harrell;Pantai Kesirat
4;Man Harrell;Taman Film
3;Man Harrell;Pantai Pok Tunggal
1;Man Harrell;Lava Bantal
4;Man Harrell;Pantai Baruna
4;Man Harrell;Wisata Agro Edukatif Istana Susu Cibugary
2;Man Harrell;Monumen Palagan Ambarawa
4;Man Harrell;Pantai Jungwok
3;Man Harrell;Museum Layang-layang
1;Man Harrell;Kawah Putih
5;Man Harrell;Teras Cikapundung BBWS
4;Man Harrell;Grand Maerakaca
3;Man Harrell;Kebun Binatang Surabaya
5;Man Harrell;Taman Legenda Keong Emas
4;Man Harrell;Kampung Batu Malakasari
3;Man Harrell;Pemandian Air Panas Ciater
3;Man Harrell;Bukit Jamur
1;Man Harrell;Pantai Nglambor
4;Man Harrell;Bukit Lintang Sewu
5;Man Harrell;Peta Park
4;Man Harrell;Lawangwangi Creative Space
5;Man Harrell;Jembatan Kota Intan
5;Man Harrell;Taman Budaya Yogyakarta
1;Man Harrell;Patung Sura dan Buaya
3;Man Harrell;Bukit Bintang
3;Man Harrell;Chingu Cafe Little Seoul
2;Man Harrell;Kampung Batu Malakasari
5;Ernesto Robbins;Desa Wisata Kelor
2;Ernesto Robbins;Sumur Gumuling
4;Ernesto Robbins;Kampoeng Rawa
4;Ernesto Robbins;Taman Budaya Yogyakarta
1;Ernesto Robbins;Kebun Tanaman Obat Sari Alam
3;Ernesto Robbins;Pasar Kebon Empring Bintaran
3;Ernesto Robbins;Taman Prestasi
3;Ernesto Robbins;Jembatan Biru Ambarawa
2;Ernesto Robbins;Blue Lagoon Jogja
1;Ernesto Robbins;Puncak Gunung Api Purba - Nglanggeran
5;Ernesto Robbins;Bukit Bintang
3;Ernesto Robbins;Pantai Pulang Sawal
1;Ernesto Robbins;Kebun Teh Nglinggo
3;Ernesto Robbins;Mountain View Golf Club
4;Ernesto Robbins;Jakarta Aquarium dan Safari
5;Ernesto Robbins;Desa Wisata Sungai Code Jogja Kota
1;Ernesto Robbins;Sumur Gumuling
4;Ernesto Robbins;Desa Wisata Rumah Domes/Teletubbies
5;Ernesto Robbins;Pantai Sadranan
3;Ernesto Robbins;Museum Seni Rupa dan Kramik
3;Ernesto Robbins;Grand Maerakaca
3;Ernesto Robbins;NuArt Sculpture Park
1;Ernesto Robbins;Gua Belanda
1;Ernesto Robbins;The Great Asia Africa
4;Ernesto Robbins;Pantai Nguluran
2;Ernesto Robbins;Candi Sewu
1;Ernesto Robbins;Taman Spathodea
5;Ernesto Robbins;Curug Tilu Leuwi Opat
5;Ernesto Robbins;Rumah Sipitung
5;Ernesto Robbins;Keraton Surabaya
3;Ernesto Robbins;Watu Goyang
4;Ernesto Robbins;Masjid Muhammad Cheng Hoo
4;Ernesto Robbins;Ciputra Waterpark
2;Ernesto Robbins;Gunung Papandayan
3;Ernesto Robbins;Alive Museum Ancol
4;Ernesto Robbins;Pantai Timang
1;Ernesto Robbins;Pemandian Air Panas Ciater
1;Ernesto Robbins;Watu Lumbung
1;Milagros Washington;Balai Kota Surabaya
4;Milagros Washington;Tugu Muda Semarang
1;Milagros Washington;Taman Miniatur Kereta Api
1;Milagros Washington;Babakan Siliwangi City Forest Path Bandung
3;Milagros Washington;Museum Nike Ardilla
5;Milagros Washington;Monumen Tugu Pahlawan
1;Milagros Washington;Pantai Congot
2;Milagros Washington;Monumen Jalesveva Jayamahe
2;Milagros Washington;Taman Flora Bratang Surabaya
4;Milagros Washington;Taman Kunang-Kunang
3;Milagros Washington;Taman Agrowisata Cilangkap
3;Milagros Washington;Museum Perangko
5;Milagros Washington;Taman Lansia
2;Milagros Washington;Pantai Cipta
4;Milagros Washington;Goa Rong
2;Milagros Washington;Desa Wisata Rumah Domes/Teletubbies
4;Milagros Washington;Taman Situ Lembang
5;Milagros Washington;Museum Kereta Ambarawa
1;Milagros Washington;Tebing Karaton
4;Milagros Washington;Old City 3D Trick Art Museum
2;Milagros Washington;Watu Mabur Mangunan
3;Milagros Washington;Kebun Bibit Wonorejo
3;Milagros Washington;Klenteng Jin De Yuan
5;Milagros Washington;Monumen Bambu Runcing Surabaya
5;Milagros Washington;Taman Ekspresi Dan Perpustakaan
4;Milagros Washington;Dusun Bambu
1;Milagros Washington;Kampung Wisata Rejowinangun
5;Milagros Washington;Museum Pos Indonesia
1;Milagros Washington;Brown Canyon
1;Milagros Washington;Museum Geologi Bandung
5;Milagros Washington;Klenteng Jin De Yuan
2;Milagros Washington;Pantai Krakal
4;Milagros Washington;Taman Bunga Celosia
5;Milagros Washington;Atlantis Water Adventure
2;Milagros Washington;Umbul Sidomukti
1;Milagros Washington;The Lodge Maribaya
1;Milagros Washington;Taman Legenda Keong Emas
5;Milagros Washington;Alive Museum Ancol
5;Milagros Washington;Pantai Jogan
4;Milagros Washington;Museum Perangko
4;Milagros Washington;Taman Tabanas
2;Milagros Washington;Ekowisata Mangrove Wonorejo
4;Jean Bruce;SnowBay Waterpark
3;Jean Bruce;Taman Situ Lembang
3;Jean Bruce;Hutan Wisata Tinjomoyo Semarang
5;Jean Bruce;Watu Gunung Ungaran
4;Jean Bruce;Istana Negara Republik Indonesia
1;Jean Bruce;Klenteng Jin De Yuan
4;Jean Bruce;Hutan Kota Srengseng
5;Jean Bruce;Masjid Istiqlal
1;Jean Bruce;Curug Aseupan
2;Jean Bruce;Taman Miniatur Kereta Api
1;Jean Bruce;Curug Cimahi
3;Jean Bruce;Taman Harmoni Keputih
3;Jean Bruce;Kawasan Malioboro
4;Jean Bruce;Tektona Waterpark
1;Jean Bruce;NuArt Sculpture Park
1;Jean Bruce;Puncak Kebun Buah Mangunan
3;Jean Bruce;Taman Menteng
5;Jean Bruce;Jogja Exotarium
1;Jean Bruce;Museum De Javasche Bank
2;Jean Bruce;Curug Bugbrug
3;Jean Bruce;Taman Prestasi
1;Jean Bruce;Mountain View Golf Club
3;Jean Bruce;Taman Sungai Mudal
1;Jean Bruce;Pasar Beringharjo
3;Jean Bruce;Istana Negara Republik Indonesia
5;Noel Arias;Gunung Manglayang
3;Noel Arias;NuArt Sculpture Park
4;Noel Arias;Wisata Alam Kalibiru
2;Noel Arias;Puncak Pinus Becici
1;Noel Arias;Tugu Muda Semarang
3;Noel Arias;Masjid Daarut Tauhiid Bandung
1;Noel Arias;Pantai Nguluran
3;Noel Arias;Orchid Forest Cikole
5;Noel Arias;Taman Balai Kota Bandung
5;Noel Arias;Batununggal Indah Club
5;Noel Arias;Kampung Batu Malakasari
4;Noel Arias;Taman Lapangan Banteng
1;Noel Arias;Taman Lalu Lintas Ade Irma Suryani Nasution
4;Noel Arias;Tafso Barn
4;Noel Arias;Museum Layang-layang
1;Noel Arias;Skyrink - Mall Taman Anggrek
2;Noel Arias;Pantai Baruna
4;Noel Arias;Taman Vanda
2;Noel Arias;Trans Studio Bandung
2;Noel Arias;Taman Air Mancur Menari Kenjeran
4;Noel Arias;Kebun Binatang Surabaya
2;Noel Arias;Sindu Kusuma Edupark (SKE)
1;Noel Arias;Wisata Batu Kuda
5;Noel Arias;Ocean Ecopark
4;Noel Arias;Museum Nike Ardilla
3;Noel Arias;Museum Barli
5;Noel Arias;Tugu Muda Semarang
1;Noel Arias;Alive Museum Ancol
4;Noel Arias;Gereja Katedral
2;Noel Arias;Patung Buddha Empat Rupa
2;Noel Arias;Waterpark Kenjeran Surabaya
1;Noel Arias;Situ Patenggang
4;Noel Arias;Kyotoku Floating Market
5;Noel Arias;The Lodge Maribaya
3;Noel Arias;Curug Tilu Leuwi Opat
1;Noel Arias;Pantai Jogan
2;Noel Arias;Margasatwa Muara Angke
2;Jamie Reynolds;Museum Mandala Wangsit Siliwangi
1;Jamie Reynolds;Jembatan Merah
5;Jamie Reynolds;De Mata Museum Jogja
1;Jamie Reynolds;Pasar Tanah Abang
4;Jamie Reynolds;Plaza Indonesia
3;Jamie Reynolds;Museum Nasional
3;Jamie Reynolds;Ekowisata Mangrove Wonorejo
3;Jamie Reynolds;Caringin Tilu
2;Jamie Reynolds;Taman Lapangan Banteng
4;Jamie Reynolds;Museum Gunung Merapi
1;Jamie Reynolds;Gereja Perawan Maria Tak Berdosa Surabaya
4;Jamie Reynolds;Museum Kebangkitan Nasional
2;Jamie Reynolds;Flower Farm Setiya Aji
1;Jamie Reynolds;Jembatan Kota Intan
3;Jamie Reynolds;Wisata Agro Edukatif Istana Susu Cibugary
2;Jamie Reynolds;Ciwangun Indah Camp Official
5;Jamie Reynolds;Tirto Argo Siwarak
1;Jamie Reynolds;Jendela Alam
5;Jamie Reynolds;Surabaya North Quay
1;Jamie Reynolds;Umbul Sidomukti
4;Jamie Reynolds;Situ Cileunca
3;Jamie Reynolds;Plaza Indonesia
2;Jamie Reynolds;Museum Barli
3;Jamie Reynolds;Monumen Selamat Datang
5;Jamie Reynolds;Rabbit Town
4;Jamie Reynolds;Jakarta Aquarium dan Safari
4;Jamie Reynolds;Pantai Cipta
5;Jamie Reynolds;Kampung Batu Malakasari
3;Jamie Reynolds;Pantai Patihan
2;Jamie Reynolds;Masjid Salman ITB
3;Jamie Reynolds;Curug Cipanas
4;Jamie Reynolds;Kenjeran Park
2;Jamie Reynolds;Taman Impian Jaya Ancol
3;Jamie Reynolds;Pantai Jungwok
4;Jamie Reynolds;Gua Maria Kerep Ambarawa
1;Jamie Reynolds;Taman Pintar Yogyakarta
1;Jamie Reynolds;Curug Cipanas
2;Josefina Garrison;Taman Mundu
5;Josefina Garrison;Studio Alam Gamplong
3;Josefina Garrison;Gua Maria Kerep Ambarawa
2;Josefina Garrison;Atlantis Water Adventure
4;Josefina Garrison;Museum Konferensi Asia Afrika
4;Josefina Garrison;Sungai Palayangan
3;Josefina Garrison;Grojogan Watu Purbo Bangunrejo
3;Josefina Garrison;Lava Bantal
1;Josefina Garrison;Ledok Sambi
4;Josefina Garrison;Pantai Glagah
1;Josefina Garrison;Pulau Semak Daun
3;Josefina Garrison;Museum Pos Indonesia
2;Josefina Garrison;Pantai Sedahan
1;Josefina Garrison;Museum Kesehatan Dr. Adhyatma
1;Josefina Garrison;Candi Ratu Boko
1;Josefina Garrison;Masjid Agung Trans Studio Bandung
3;Josefina Garrison;Tebing Breksi
3;Josefina Garrison;Museum Barli
3;Josefina Garrison;Taman Begonia
1;Josefina Garrison;Kampung Batik Gedong Semarang
4;Josefina Garrison;Pantai Samas
1;Josefina Garrison;Taman Tabanas
1;Josefina Garrison;Hutan Bambu Keputih
5;Josefina Garrison;Seribu Batu Songgo Langit
2;Josefina Garrison;Lawangwangi Creative Space
5;Josefina Garrison;Bangsal Pagelaran
2;Josefina Garrison;Museum Konferensi Asia Afrika
4;Josefina Garrison;Sanghyang Heuleut
3;Russel Hoffman;De Mata Museum Jogja
1;Russel Hoffman;Jendela Alam
4;Russel Hoffman;Pantai Glagah
5;Russel Hoffman;Tugu Proklamasi
2;Russel Hoffman;Taman Prestasi
3;Russel Hoffman;Wisata Kraton Jogja
2;Russel Hoffman;Lawang Sewu
4;Russel Hoffman;Sindu Kusuma Edupark (SKE)
5;Russel Hoffman;Skyrink - Mall Taman Anggrek
2;Russel Hoffman;Rainbow Garden
5;Russel Hoffman;Tirto Argo Siwarak
5;Russel Hoffman;Pecinan Glodok
1;Russel Hoffman;Monumen Bambu Runcing Surabaya
4;Russel Hoffman;Bukit Jamur
3;Russel Hoffman;Monumen Palagan Ambarawa
5;Russel Hoffman;Taman Impian Jaya Ancol
3;Russel Hoffman;Kampoeng Djadhoel Semarang
4;Russel Hoffman;Sindu Kusuma Edupark (SKE)
1;Russel Hoffman;Alun-alun Utara Keraton Yogyakarta
3;Russel Hoffman;Kampung Wisata Taman Sari
2;Russel Hoffman;Curug Cilengkrang
1;Russel Hoffman;Pantai Goa Cemara
3;Russel Hoffman;Museum Layang-layang
1;Russel Hoffman;Pulau Bidadari
2;Russel Hoffman;Taman Hiburan Rakyat
3;Russel Hoffman;Taman Harmoni Keputih
2;Russel Hoffman;Monumen Bambu Runcing Surabaya
3;Russel Hoffman;Obyek Wisata Goa Kreo
2;Russel Hoffman;Air Terjun Sri Gethuk
3;Russel Hoffman;Kampoeng Tulip
4;Russel Hoffman;Taman Sungai Mudal
4;Russel Hoffman;Pulau Pari
2;Russel Hoffman;Bumi Perkemahan Batu Kuda
5;Russel Hoffman;Skyrink - Mall Taman Anggrek
